Student_ID,Gender,Faculty,Semester/Year,Attendance (%),Assignment Completion (%),Internal Marks (out of 50),Previous Term Marks (%),Project/Practical Score (%),Study Hours per Week,Parental Education,Parental Support,Internet Access,Extra-curricular,Engagement_Score,Improvement,Final Grade,Final_Grade_Encoded
S1776,Female,Management,1,61,60,35,76,96,6,Low,Yes,No,Medium,60.5,16.0,B,3
S1777,Female,Management,2,67,82,1,29,59,37,Low,No,No,Low,74.5,-6.249999999999999,F,0
S1778,Male,Management,5,75,75,5,95,51,4,Low,No,No,Medium,75.0,-18.75,D,1
S1779,Female,Management,6,71,51,26,100,77,18,Low,Yes,Yes,High,61.0,1.0,B,3
S1780,Female,Management,2,35,46,25,65,95,32,High,Yes,No,Medium,40.5,8.75,D,1
S1781,Female,Engineering,5,70,87,34,24,62,23,High,No,No,High,78.5,28.0,D,1
S1782,Female,Management,5,54,67,12,24,71,22,High,No,Yes,Low,60.5,6.0,F,0
S1783,Female,Humanities,6,40,26,11,46,96,21,Medium,No,Yes,Low,33.0,-0.5,D,1
S1784,Female,Science,2,70,65,17,24,99,35,Medium,No,Yes,Low,67.5,11.0,D,1
S1785,Male,Engineering,6,100,97,37,80,53,20,High,No,Yes,Low,98.5,17.0,B,3
S1786,Female,Engineering,3,86,37,41,27,25,17,Low,Yes,No,Medium,61.5,34.25,C,2
S1787,Female,Management,6,75,57,5,50,67,37,Low,No,Yes,High,66.0,-7.5,F,0
S1788,Female,Science,8,77,84,27,40,37,26,Medium,Yes,Yes,High,80.5,17.0,D,1
S1789,Male,Humanities,8,92,36,27,40,100,36,Medium,No,Yes,Low,64.0,17.0,C,2
S1790,Female,Management,4,68,57,24,70,58,24,Low,No,Yes,High,62.5,6.5,C,2
S1791,Male,Science,1,39,82,4,98,97,38,Medium,No,No,Low,60.5,-20.5,D,1
S1792,Female,Management,1,99,61,14,78,26,29,Low,No,No,High,80.0,-5.5,C,2
S1793,Male,Management,1,94,27,46,21,25,13,High,No,Yes,Low,60.5,40.75,C,2
S1794,Male,Management,2,88,49,43,49,95,33,Medium,Yes,No,High,68.5,30.75,B,3
S1795,Female,Management,8,65,83,8,77,72,31,High,Yes,No,Medium,74.0,-11.25,D,1
S1796,Female,Management,2,56,28,44,100,20,30,Medium,Yes,Yes,Medium,42.0,19.0,B,3
S1797,Male,Management,3,84,76,47,39,48,1,High,Yes,No,Medium,80.0,37.25,B,3
S1798,Female,Management,7,99,78,1,59,88,38,High,Yes,No,Medium,88.5,-13.75,D,1
S1799,Male,Humanities,1,82,86,48,48,68,34,Medium,Yes,Yes,Low,84.0,36.0,A,4
S1800,Male,Engineering,3,89,94,8,24,78,22,Medium,Yes,No,High,91.5,2.0,D,1
S1801,Male,Humanities,8,90,24,25,29,32,5,High,No,Yes,High,57.0,17.75,D,1
S1802,Male,Management,7,65,23,22,80,64,20,High,No,No,Medium,44.0,2.0,C,2
S1803,Male,Management,1,56,27,50,20,65,25,Low,Yes,No,Medium,41.5,45.0,C,2
S1804,Female,Humanities,2,70,61,27,66,42,29,High,Yes,Yes,Medium,65.5,10.5,C,2
S1805,Male,Humanities,7,57,54,5,76,51,40,Medium,No,No,High,55.5,-14.0,D,1
S1806,Male,Engineering,4,45,32,3,33,91,29,Low,Yes,Yes,Low,38.5,-5.25,F,0
S1807,Female,Humanities,4,64,24,29,44,94,7,Low,No,No,Medium,44.0,18.0,C,2
S1808,Male,Engineering,4,65,59,46,40,32,38,High,Yes,Yes,Medium,62.0,36.0,B,3
S1809,Female,Management,6,85,38,17,35,72,32,Low,No,No,High,61.5,8.25,D,1
S1810,Female,Science,4,48,23,29,93,39,9,Medium,No,Yes,Low,35.5,5.75,C,2
S1811,Female,Science,5,86,78,26,51,20,17,Medium,Yes,Yes,Medium,82.0,13.25,D,1
S1812,Male,Science,1,62,37,43,64,76,35,High,Yes,No,Low,49.5,27.0,C,2
S1813,Male,Science,4,52,43,30,83,85,40,Low,No,No,Medium,47.5,9.25,C,2
S1814,Male,Management,7,92,50,43,92,30,10,High,Yes,No,High,71.0,20.0,A,4
S1815,Female,Science,8,99,77,48,79,65,7,High,Yes,Yes,Low,88.0,28.25,A,4
S1816,Male,Humanities,5,51,47,38,38,49,0,High,No,Yes,High,49.0,28.5,C,2
S1817,Female,Humanities,5,96,28,29,66,88,7,Low,No,No,Medium,62.0,12.5,B,3
S1818,Male,Science,5,88,64,36,83,26,4,Medium,Yes,Yes,High,76.0,15.25,A,4
S1819,Female,Humanities,3,54,68,11,49,43,0,Medium,No,No,Medium,61.0,-1.25,F,0
S1820,Male,Engineering,7,46,21,16,66,67,2,Low,Yes,Yes,Medium,33.5,-0.5,D,1
S1821,Male,Management,3,68,25,33,52,62,26,High,No,Yes,Medium,46.5,20.0,C,2
S1822,Male,Science,5,68,48,27,40,98,22,Medium,Yes,No,Medium,58.0,17.0,C,2
S1823,Female,Science,6,53,45,3,82,55,38,High,Yes,No,High,49.0,-17.5,D,1
S1824,Female,Management,4,67,47,33,61,93,39,Medium,Yes,Yes,Medium,57.0,17.75,B,3
S1825,Male,Humanities,8,86,26,45,80,20,10,High,No,Yes,Medium,56.0,25.0,B,3
S1826,Male,Management,1,73,53,13,62,26,10,High,No,Yes,Medium,63.0,-2.5,D,1
S1827,Female,Management,7,65,75,12,87,63,35,High,No,Yes,High,70.0,-9.75,D,1
S1828,Female,Humanities,6,99,29,48,45,80,37,Medium,No,Yes,High,64.0,36.75,C,2
S1829,Female,Management,2,74,76,48,52,45,30,High,Yes,Yes,Medium,75.0,35.0,B,3
S1830,Male,Humanities,3,55,66,49,52,49,23,Medium,Yes,No,Medium,60.5,36.0,B,3
S1831,Female,Humanities,4,40,46,2,68,20,18,Medium,No,No,Medium,43.0,-15.0,F,0
S1832,Male,Management,4,81,58,20,60,82,31,Medium,Yes,Yes,Medium,69.5,5.0,C,2
S1833,Female,Engineering,2,54,41,15,91,34,39,Medium,No,No,High,47.5,-7.75,C,2
S1834,Male,Humanities,2,60,38,50,55,82,37,Low,Yes,Yes,Low,49.0,36.25,B,3
S1835,Female,Management,7,74,28,37,91,74,16,Medium,No,Yes,Low,51.0,14.25,B,3
S1836,Female,Humanities,4,96,38,25,41,76,34,High,Yes,Yes,High,67.0,14.75,C,2
S1837,Female,Engineering,2,69,21,5,66,39,11,Medium,No,Yes,Low,45.0,-11.5,D,1
S1838,Female,Engineering,4,75,80,17,39,41,14,High,No,No,High,77.5,7.25,D,1
S1839,Female,Science,6,83,78,40,43,69,38,Low,Yes,No,Low,80.5,29.25,C,2
S1840,Male,Humanities,7,70,89,49,62,55,12,Medium,Yes,Yes,High,79.5,33.5,B,3
S1841,Female,Humanities,8,67,90,5,92,56,29,Low,No,No,Low,78.5,-18.0,D,1
S1842,Female,Management,2,65,89,40,35,65,18,Medium,Yes,Yes,Low,77.0,31.25,C,2
S1843,Female,Humanities,6,73,52,49,46,46,8,Medium,No,Yes,High,62.5,37.5,B,3
S1844,Male,Science,6,86,97,24,64,38,27,Low,No,No,Medium,91.5,8.0,C,2
S1845,Female,Engineering,2,95,84,47,56,35,24,High,No,Yes,Low,89.5,33.0,B,3
S1846,Male,Engineering,7,59,44,23,32,73,39,High,No,Yes,Low,51.5,15.0,D,1
S1847,Female,Science,4,39,89,29,70,53,40,High,Yes,Yes,Low,64.0,11.5,D,1
S1848,Female,Humanities,8,90,47,22,21,98,3,Medium,Yes,No,Medium,68.5,16.75,D,1
S1849,Male,Humanities,5,92,37,44,95,70,36,High,Yes,Yes,Low,64.5,20.25,A,4
S1850,Female,Science,4,65,82,42,78,55,6,High,Yes,No,High,73.5,22.5,A,4
S1851,Male,Management,1,83,68,7,33,72,40,Medium,No,No,Low,75.5,-1.25,F,0
S1852,Male,Engineering,2,94,85,48,68,81,3,Low,No,Yes,Low,89.5,31.0,A,4
S1853,Female,Science,3,33,59,8,49,50,22,High,No,No,Low,46.0,-4.25,F,0
S1854,Male,Science,7,84,85,5,28,23,5,Low,Yes,Yes,Low,84.5,-2.000000000000001,F,0
S1855,Female,Humanities,2,83,99,32,98,31,8,Medium,Yes,Yes,Low,91.0,7.5,B,3
S1856,Female,Engineering,1,93,23,32,43,72,8,Medium,No,No,Medium,58.0,21.25,B,3
S1857,Male,Humanities,6,51,53,44,60,80,20,High,Yes,No,Low,52.0,29.0,C,2
S1858,Male,Science,3,54,24,6,79,38,2,High,Yes,No,Medium,39.0,-13.75,F,0
S1859,Male,Management,3,88,41,41,51,75,12,Low,Yes,No,Low,64.5,28.25,C,2
S1860,Male,Engineering,4,86,39,17,66,28,37,High,No,Yes,Medium,62.5,0.5,D,1
S1861,Female,Science,5,83,66,5,40,44,17,Low,No,No,Low,74.5,-5.0,F,0
S1862,Female,Science,4,73,96,44,61,73,30,Medium,Yes,Yes,Low,84.5,28.75,C,2
S1863,Male,Management,7,81,53,36,89,66,28,Low,No,No,High,67.0,13.75,B,3
S1864,Female,Science,3,45,63,20,21,60,1,Medium,No,Yes,Low,54.0,14.75,F,0
S1865,Female,Science,8,45,25,25,50,70,30,High,No,Yes,High,35.0,12.5,C,2
S1866,Female,Engineering,8,84,75,14,75,69,37,Low,No,Yes,Medium,79.5,-4.75,C,2
S1867,Female,Engineering,3,90,48,43,49,26,6,Low,Yes,No,Low,69.0,30.75,B,3
S1868,Male,Engineering,8,69,72,29,82,46,39,Low,Yes,Yes,High,70.5,8.5,C,2
S1869,Male,Humanities,8,50,20,10,34,67,9,High,No,No,Medium,35.0,1.5,F,0
S1870,Female,Management,5,95,78,7,37,74,12,High,No,No,Medium,86.5,-2.25,D,1
S1871,Male,Engineering,7,37,67,4,51,82,0,High,No,No,High,52.0,-8.75,F,0
S1872,Male,Humanities,2,100,26,7,33,25,36,Low,No,No,Low,63.0,-1.25,D,1
S1873,Male,Humanities,5,39,51,4,81,54,24,Low,Yes,No,High,45.0,-16.25,D,1
S1874,Female,Management,6,86,97,9,71,51,29,Medium,Yes,No,High,91.5,-8.75,C,2
S1875,Female,Management,4,33,80,14,41,97,1,Low,Yes,Yes,Medium,56.5,3.75,F,0
S1876,Female,Science,8,72,76,37,33,25,35,Medium,No,Yes,High,74.0,28.75,C,2
S1877,Male,Humanities,2,92,70,49,97,82,23,High,No,Yes,Medium,81.0,24.75,A,4
S1878,Female,Engineering,4,72,38,2,53,37,11,Medium,Yes,Yes,High,55.0,-11.25,D,1
S1879,Female,Management,8,96,46,40,99,50,4,Medium,Yes,No,High,71.0,15.25,A,4
S1880,Male,Humanities,5,80,82,9,75,71,14,Low,Yes,Yes,Low,81.0,-9.75,D,1
S1881,Female,Engineering,2,85,79,6,72,35,6,Low,No,Yes,Low,82.0,-12.0,D,1
S1882,Female,Humanities,5,72,80,50,68,75,1,Medium,No,No,Low,76.0,33.0,B,3
S1883,Male,Management,6,53,80,23,82,86,2,Medium,No,No,Medium,66.5,2.5,C,2
S1884,Male,Science,1,63,64,25,35,81,3,High,No,Yes,Low,63.5,16.25,C,2
S1885,Male,Humanities,3,88,40,33,99,100,15,Low,Yes,No,Low,64.0,8.25,B,3
S1886,Female,Engineering,7,31,63,7,59,71,26,High,No,No,Medium,47.0,-7.75,F,0
S1887,Female,Management,2,31,20,38,57,24,21,Medium,No,No,High,25.5,23.75,C,2
S1888,Female,Science,3,39,63,4,37,72,2,High,Yes,Yes,Medium,51.0,-5.25,F,0
S1889,Male,Engineering,1,52,81,35,42,99,16,Low,Yes,No,Low,66.5,24.5,D,1
S1890,Male,Engineering,2,44,80,42,67,36,21,Medium,No,Yes,Medium,62.0,25.25,C,2
S1891,Female,Engineering,3,46,98,25,65,50,6,Medium,Yes,No,Medium,72.0,8.75,D,1
S1892,Female,Humanities,3,43,98,9,41,35,29,High,Yes,No,Low,70.5,-1.25,F,0
S1893,Male,Management,2,45,69,32,73,76,7,Low,Yes,Yes,High,57.0,13.75,C,2
S1894,Male,Engineering,3,61,94,35,59,40,18,Medium,Yes,Yes,Low,77.5,20.25,C,2
S1895,Male,Humanities,3,52,60,30,49,60,6,Medium,No,Yes,Medium,56.0,17.75,C,2
S1896,Male,Management,2,63,52,37,74,58,0,High,Yes,No,Low,57.5,18.5,B,3
S1897,Female,Management,7,45,31,49,75,56,15,Medium,Yes,Yes,High,38.0,30.25,A,4
S1898,Male,Humanities,3,63,21,24,61,60,39,Medium,Yes,Yes,Medium,42.0,8.75,D,1
S1899,Female,Humanities,3,100,40,44,61,72,30,Low,Yes,No,High,70.0,28.75,B,3
S1900,Female,Engineering,7,62,33,12,81,93,38,Low,No,No,Low,47.5,-8.25,C,2
S1901,Female,Management,4,97,53,0,72,51,26,High,Yes,Yes,Low,75.0,-18.0,D,1
S1902,Male,Science,6,72,98,35,72,44,9,Medium,No,Yes,Medium,85.0,17.0,C,2
S1903,Male,Humanities,4,93,83,35,83,72,33,Low,No,Yes,Low,88.0,14.25,A,4
S1904,Male,Management,8,100,42,49,20,83,13,High,Yes,Yes,High,71.0,44.0,A,4
S1905,Male,Management,1,47,69,23,98,52,1,Low,No,Yes,Medium,58.0,-1.5,C,2
S1906,Female,Engineering,4,97,33,26,88,57,38,High,Yes,No,High,65.0,4.0,C,2
S1907,Male,Science,4,90,95,17,46,98,21,High,Yes,Yes,High,92.5,5.5,D,1
S1908,Male,Engineering,1,49,65,49,36,27,25,Medium,Yes,Yes,Medium,57.0,40.0,C,2
S1909,Female,Science,3,40,24,46,82,20,4,High,Yes,No,High,32.0,25.5,C,2
S1910,Male,Science,3,75,85,49,60,93,37,High,No,Yes,Medium,80.0,34.0,A,4
S1911,Female,Humanities,4,93,41,14,77,78,15,Low,Yes,No,Medium,67.0,-5.25,D,1
S1912,Female,Management,1,57,89,16,76,54,11,High,Yes,Yes,High,73.0,-3.0,D,1
S1913,Female,Management,3,77,21,28,57,35,40,High,Yes,Yes,High,49.0,13.750000000000002,C,2
S1914,Female,Management,5,64,48,4,85,33,16,Low,Yes,No,Medium,56.0,-17.25,D,1
S1915,Female,Science,2,37,80,10,64,24,24,Low,No,No,Low,58.5,-6.0,D,1
S1916,Female,Management,2,51,90,15,42,99,23,Low,Yes,No,Low,70.5,4.5,D,1
S1917,Female,Humanities,6,53,35,33,39,40,10,Low,No,No,High,44.0,23.25,D,1
S1918,Female,Science,2,95,83,16,55,77,17,Medium,Yes,Yes,Low,89.0,2.2499999999999982,C,2
S1919,Male,Science,4,93,33,32,61,76,35,Medium,No,Yes,Low,63.0,16.75,A,4
S1920,Male,Science,2,94,62,49,41,30,2,High,Yes,No,Medium,78.0,38.75,B,3
S1921,Male,Science,2,43,95,48,79,90,18,Low,Yes,Yes,Medium,69.0,28.25,B,3
S1922,Male,Humanities,5,54,62,30,30,27,5,Medium,Yes,No,Low,58.0,22.5,D,1
S1923,Female,Management,3,32,89,17,47,100,22,High,No,Yes,High,60.5,5.25,D,1
S1924,Male,Humanities,5,34,74,50,64,33,39,Medium,No,Yes,Low,54.0,34.0,B,3
S1925,Female,Management,4,94,95,24,41,68,6,Medium,Yes,No,Medium,94.5,13.75,D,1
S1926,Male,Humanities,2,83,50,4,100,52,8,Medium,No,No,Low,66.5,-21.0,C,2
S1927,Male,Engineering,7,48,95,29,82,43,1,High,No,No,Low,71.5,8.5,C,2
S1928,Male,Engineering,3,83,93,44,50,90,10,Medium,No,No,High,88.0,31.5,A,4
S1929,Female,Engineering,6,39,59,22,30,57,2,High,No,No,Low,49.0,14.5,F,0
S1930,Male,Engineering,6,45,46,37,55,98,29,Low,Yes,No,Medium,45.5,23.25,C,2
S1931,Female,Science,8,75,71,44,97,69,7,Low,Yes,No,Medium,73.0,19.75,A,4
S1932,Female,Science,8,58,26,17,54,83,36,Low,Yes,No,High,42.0,3.5,D,1
S1933,Male,Humanities,2,44,65,31,42,100,20,Low,No,No,High,54.5,20.5,C,2
S1934,Male,Humanities,2,77,52,29,48,21,7,Medium,No,Yes,Low,64.5,17.0,C,2
S1935,Male,Engineering,6,40,27,28,42,58,10,Medium,No,No,Low,33.5,17.5,D,1
S1936,Female,Management,6,63,24,35,35,93,40,Low,No,No,High,43.5,26.25,C,2
S1937,Male,Engineering,7,65,80,8,38,33,33,High,Yes,No,High,72.5,-1.5,F,0
S1938,Female,Humanities,4,59,91,22,82,31,38,Medium,Yes,Yes,Medium,75.0,1.5,C,2
S1939,Female,Engineering,2,48,79,2,69,100,15,Medium,No,No,Medium,63.5,-15.25,F,0
S1940,Male,Humanities,6,97,43,21,92,97,6,High,No,Yes,Low,70.0,-2.0,B,3
S1941,Male,Engineering,7,99,26,39,62,70,3,High,Yes,No,Low,62.5,23.5,B,3
S1942,Female,Management,1,62,80,44,38,29,31,High,No,No,High,71.0,34.5,C,2
S1943,Female,Engineering,6,51,55,30,37,63,36,Low,No,Yes,Low,53.0,20.75,D,1
S1944,Female,Management,3,65,46,21,25,59,21,Low,No,Yes,High,55.5,14.75,F,0
S1945,Male,Management,3,52,48,10,54,79,6,High,No,Yes,High,50.0,-3.5,F,0
S1946,Female,Humanities,1,92,39,41,33,89,12,Low,No,Yes,Low,65.5,32.75,B,3
S1947,Male,Management,8,55,89,42,83,50,17,Low,No,Yes,Low,72.0,21.25,B,3
S1948,Female,Science,4,89,95,2,28,56,33,High,Yes,No,Low,92.0,-5.000000000000001,F,0
S1949,Female,Science,8,34,95,13,54,92,12,Medium,No,No,Medium,64.5,-0.5,C,2
S1950,Male,Science,2,83,22,45,21,77,33,Low,Yes,Yes,Medium,52.5,39.75,B,3
S1951,Female,Humanities,8,67,58,18,25,62,28,High,Yes,No,Medium,62.5,11.75,F,0
S1952,Male,Science,2,91,64,30,44,90,4,High,No,No,High,77.5,19.0,C,2
S1953,Male,Humanities,6,54,87,35,92,57,30,High,No,Yes,High,70.5,12.0,B,3
S1954,Female,Humanities,3,41,50,31,69,27,10,Medium,Yes,No,Medium,45.5,13.75,C,2
S1955,Male,Science,4,51,57,25,26,53,37,High,Yes,Yes,Low,54.0,18.5,D,1
S1956,Male,Management,4,38,25,0,82,36,3,High,No,Yes,High,31.5,-20.5,F,0
S1957,Female,Engineering,4,58,27,1,47,36,6,Medium,No,Yes,Low,42.5,-10.75,F,0
S1958,Male,Humanities,6,73,47,5,21,72,22,High,Yes,No,Low,60.0,-0.25,F,0
S1959,Male,Science,2,56,34,44,84,34,30,Low,Yes,No,High,45.0,23.0,A,4
S1960,Male,Humanities,4,84,27,13,78,83,16,Medium,No,Yes,High,55.5,-6.5,C,2
S1961,Female,Management,6,34,73,27,43,76,9,Medium,No,No,Low,53.5,16.25,D,1
S1962,Male,Management,6,81,25,32,81,39,21,High,Yes,No,Medium,53.0,11.75,B,3
S1963,Female,Science,1,42,48,24,90,80,29,Low,No,Yes,High,45.0,1.5,C,2
S1964,Female,Humanities,5,71,53,39,57,44,28,Medium,No,No,High,62.0,24.75,C,2
S1965,Male,Engineering,8,44,26,17,81,97,16,High,No,No,High,35.0,-3.25,C,2
S1966,Male,Engineering,4,47,59,45,84,46,20,High,No,No,Medium,53.0,24.0,B,3
S1967,Male,Humanities,5,79,93,33,70,66,21,Medium,No,Yes,Medium,86.0,15.5,C,2
S1968,Female,Humanities,2,31,32,11,71,47,38,Medium,Yes,Yes,Low,31.5,-6.75,F,0
S1969,Male,Humanities,6,42,81,26,93,25,39,High,Yes,Yes,High,61.5,2.75,C,2
S1970,Male,Science,7,97,84,23,82,60,21,Medium,Yes,Yes,High,90.5,2.5,C,2
S1971,Male,Management,8,76,60,32,30,78,26,Low,Yes,Yes,High,68.0,24.5,C,2
S1972,Male,Engineering,8,79,61,14,67,97,22,Low,No,No,Medium,70.0,-2.75,C,2
S1973,Male,Science,4,41,85,42,73,80,3,High,Yes,No,High,63.0,23.75,B,3
S1974,Female,Humanities,7,42,30,31,69,99,25,Low,No,Yes,High,36.0,13.75,C,2
S1975,Female,Humanities,3,38,69,49,93,68,38,High,Yes,No,Low,53.5,25.75,B,3
S1976,Male,Management,2,88,90,16,57,24,16,Medium,No,Yes,Medium,89.0,1.7500000000000018,D,1
S1977,Male,Humanities,1,74,54,34,27,30,2,Medium,No,No,Low,64.0,27.25,D,1
S1978,Male,Science,1,99,99,46,25,59,16,High,No,Yes,High,99.0,39.75,B,3
S1979,Male,Science,5,72,98,44,87,89,39,High,No,Yes,Low,85.0,22.25,A,4
S1980,Female,Management,6,52,39,34,88,58,18,Medium,Yes,No,High,45.5,12.0,C,2
S1981,Male,Science,5,74,47,12,25,89,38,High,Yes,Yes,High,60.5,5.75,D,1
S1982,Female,Engineering,3,52,56,8,51,39,17,Low,No,Yes,Low,54.0,-4.75,F,0
S1983,Female,Science,3,63,22,9,57,23,27,Low,No,No,Low,42.5,-5.249999999999998,F,0
S1984,Male,Science,8,45,78,0,76,32,14,Low,No,Yes,High,61.5,-19.0,F,0
S1985,Female,Science,1,92,92,33,83,68,25,Medium,No,No,Medium,92.0,12.25,A,4
S1986,Female,Engineering,7,80,46,45,73,95,34,Medium,No,Yes,Medium,63.0,26.75,A,4
S1987,Female,Humanities,4,61,51,36,33,28,15,Medium,No,Yes,Low,56.0,27.75,C,2
S1988,Female,Science,1,67,67,24,83,78,14,High,Yes,No,Medium,67.0,3.25,C,2
S1989,Male,Management,1,85,65,21,69,22,4,Medium,Yes,Yes,Medium,75.0,3.75,C,2
S1990,Male,Engineering,7,98,66,9,66,30,23,Medium,No,Yes,High,82.0,-7.5,D,1
S1991,Female,Management,8,46,59,25,73,24,1,Low,Yes,No,Low,52.5,6.75,C,2
S1992,Male,Science,8,68,22,18,38,54,35,Medium,Yes,Yes,Low,45.0,8.5,D,1
S1993,Male,Management,7,70,94,39,94,43,30,High,Yes,No,Low,82.0,15.5,B,3
S1994,Male,Science,3,77,48,44,58,89,29,High,Yes,No,Low,62.5,29.5,B,3
S1995,Male,Engineering,7,57,77,40,84,25,11,Low,Yes,No,High,67.0,19.0,B,3
S1996,Male,Management,5,79,69,49,79,61,36,Low,Yes,No,High,74.0,29.25,A,4
S1997,Female,Management,3,30,29,3,52,62,20,High,Yes,Yes,Medium,29.5,-10.0,F,0
S1998,Male,Science,7,79,80,39,51,33,11,Low,No,No,Low,79.5,26.25,C,2
S1999,Male,Science,6,48,80,4,55,95,39,Low,No,Yes,High,64.0,-9.750000000000002,F,0
S2000,Male,Humanities,3,88,42,28,43,44,36,High,Yes,No,High,65.0,17.25,C,2
S2001,Male,Science,3,97,25,37,62,37,34,Low,No,No,Low,61.0,21.5,C,2
S2002,Female,Science,1,96,94,4,90,43,21,High,No,No,Medium,95.0,-18.5,C,2
S2003,Female,Humanities,4,70,79,0,90,82,35,High,Yes,Yes,Medium,74.5,-22.5,D,1
S2004,Female,Science,1,39,46,27,65,98,7,High,No,Yes,High,42.5,10.75,C,2
S2005,Female,Science,2,57,74,18,66,20,26,Low,No,No,High,65.5,1.5,D,1
S2006,Male,Humanities,3,63,50,35,88,34,26,High,Yes,No,Low,56.5,13.0,C,2
S2007,Female,Engineering,7,68,49,0,33,73,35,Medium,Yes,No,Low,58.5,-8.25,F,0
S2008,Male,Engineering,7,85,86,28,64,53,6,Medium,Yes,No,Medium,85.5,12.0,C,2
S2009,Male,Science,7,81,32,50,71,71,2,Medium,No,Yes,High,56.5,32.25,B,3
S2010,Male,Science,3,32,78,35,69,21,3,Low,No,No,Medium,55.0,17.75,C,2
S2011,Male,Humanities,7,52,73,31,84,55,23,High,Yes,No,Medium,62.5,10.0,C,2
S2012,Male,Humanities,2,46,40,13,96,42,7,Medium,Yes,No,Medium,43.0,-11.0,C,2
S2013,Female,Engineering,3,100,62,31,83,43,12,High,No,No,Medium,81.0,10.25,B,3
S2014,Female,Management,7,55,30,45,42,51,8,Low,No,No,High,42.5,34.5,C,2
S2015,Female,Science,3,47,86,8,90,70,19,Low,No,Yes,Medium,66.5,-14.5,D,1
S2016,Female,Management,6,75,57,18,89,65,19,Medium,Yes,No,High,66.0,-4.25,C,2
S2017,Male,Management,3,99,43,10,78,32,4,Low,No,Yes,High,71.0,-9.5,D,1
S2018,Female,Humanities,2,60,70,47,92,33,4,Low,No,No,Low,65.0,24.0,A,4
S2019,Male,Science,1,38,95,50,93,36,34,High,Yes,Yes,Medium,66.5,26.75,B,3
S2020,Female,Science,3,64,80,3,73,35,0,High,No,No,Medium,72.0,-15.25,F,0
S2021,Male,Humanities,4,89,65,40,90,51,14,Medium,Yes,Yes,High,77.0,17.5,A,4
S2022,Male,Management,2,92,62,24,45,98,16,Medium,No,Yes,Medium,77.0,12.75,C,2
S2023,Female,Humanities,5,81,46,16,63,31,11,High,No,No,Medium,63.5,0.25,D,1
S2024,Male,Engineering,6,77,49,46,95,22,35,Low,No,Yes,Medium,63.0,22.25,A,4
S2025,Male,Science,2,90,82,7,32,94,14,Medium,No,No,Low,86.0,-1.0,F,0
S2026,Female,Engineering,1,53,29,44,73,72,13,High,No,Yes,High,41.0,25.75,A,4
S2027,Male,Humanities,7,87,22,0,59,62,26,Low,No,No,High,54.5,-14.75,D,1
S2028,Female,Science,7,93,96,1,23,24,21,Low,Yes,Yes,Low,94.5,-4.75,F,0
S2029,Female,Engineering,2,59,79,9,72,66,8,Low,Yes,No,High,69.0,-9.0,D,1
S2030,Female,Engineering,5,58,46,26,20,46,20,Medium,No,Yes,Medium,52.0,21.0,F,0
S2031,Male,Management,7,39,64,26,25,71,2,Medium,Yes,No,Medium,51.5,19.75,D,1
S2032,Male,Science,6,68,81,12,74,75,30,High,No,No,Medium,74.5,-6.5,D,1
S2033,Male,Engineering,4,84,43,10,85,99,12,High,Yes,Yes,Low,63.5,-11.25,C,2
S2034,Female,Engineering,5,57,65,13,37,99,1,High,Yes,Yes,Low,61.0,3.75,D,1
S2035,Male,Management,8,47,97,31,48,99,13,High,Yes,Yes,Low,72.0,19.0,C,2
S2036,Female,Engineering,8,70,63,15,72,87,6,High,Yes,No,Medium,66.5,-3.0,D,1
S2037,Female,Engineering,2,94,82,28,52,34,28,Medium,Yes,No,High,88.0,15.0,C,2
S2038,Male,Engineering,5,75,23,37,22,38,3,Low,Yes,No,Low,49.0,31.5,C,2
S2039,Female,Management,7,89,35,33,39,45,3,Low,Yes,Yes,Medium,62.0,23.25,C,2
S2040,Male,Engineering,7,38,70,25,23,98,23,Medium,Yes,No,Medium,54.0,19.25,D,1
S2041,Male,Engineering,2,74,93,4,27,64,20,Low,No,No,Medium,83.5,-2.75,F,0
S2042,Male,Science,7,89,67,18,47,29,27,Medium,Yes,No,Medium,78.0,6.25,D,1
S2043,Male,Science,7,57,84,38,85,45,37,Low,Yes,No,High,70.5,16.75,B,3
S2044,Male,Management,4,32,88,27,92,27,7,Low,No,No,Medium,60.0,4.0,C,2
S2045,Female,Humanities,4,80,96,27,45,99,16,High,No,No,Medium,88.0,15.75,C,2
S2046,Female,Science,1,37,64,16,53,51,8,Medium,No,Yes,High,50.5,2.75,D,1
S2047,Female,Management,4,99,22,36,90,40,19,Low,Yes,No,High,60.5,13.5,A,4
S2048,Male,Engineering,3,88,36,43,68,64,4,Medium,No,Yes,Medium,62.0,26.0,B,3
S2049,Male,Engineering,5,90,56,18,68,74,34,Medium,Yes,No,Low,73.0,1.0,C,2
S2050,Male,Management,5,87,24,26,92,31,40,High,No,No,Low,55.5,3.0,A,4
S2051,Female,Engineering,2,99,66,49,46,67,28,High,Yes,Yes,Medium,82.5,37.5,B,3
S2052,Male,Engineering,4,41,63,11,84,78,11,High,Yes,Yes,High,52.0,-10.0,C,2
S2053,Female,Humanities,1,38,52,2,52,93,31,Low,No,Yes,Medium,45.0,-11.0,F,0
S2054,Female,Engineering,7,78,40,3,91,89,30,Low,No,Yes,Medium,59.0,-19.75,D,1
S2055,Male,Science,1,46,86,46,68,56,30,Low,No,Yes,High,66.0,29.0,B,3
S2056,Male,Engineering,1,83,87,46,82,50,0,Low,No,No,High,85.0,25.5,A,4
